name,body,kind,type,category,theme,color,lat,lon,lod,dimension,description
Tacitus,Moon,surface,Crater,crater,crater,#ff5faa,-16.2,18.95,5,~40 km diameter,Tacitus is a complex impact crater 40 km across in the southern equatorial belt of the lunar nearside
Tacquet,Moon,surface,Crater,crater,crater,#ff5faa,16.64,19.2,5,~6 km diameter,Tacquet is a small simple impact crater 6 km across in the northern equatorial belt of the lunar nearside
Tai Wei,Moon,surface,Crater,crater,crater,#ff5faa,44.15,-19.49,5,~0 km diameter,Tai Wei is a very small impact crater 0.0 km across in the northern mid-latitudes of the lunar nearside
Taizo,Moon,surface,Crater,crater,crater,#ff5faa,24.7,2.2,5,~8 km diameter,Taizo is a simple impact crater 8 km across in the northern equatorial belt of the lunar nearside
Talbot,Moon,surface,Crater,crater,crater,#ff5faa,-2.47,85.3,5,~12 km diameter,Talbot is a simple impact crater 12 km across in the equatorial region of the limb region between nearside and farside
Tamm,Moon,surface,Crater,crater,crater,#ff5faa,-4.32,146.38,5,~41 km diameter,Tamm is a complex impact crater 41 km across in the equatorial region of the lunar farside
Tannerus,Moon,surface,Crater,crater,crater,#ff5faa,-56.44,21.92,5,~28 km diameter,Tannerus is a transitional complex crater 28 km across in the high southern latitudes of the lunar nearside
Taruntius,Moon,surface,Crater,crater,crater,#ff5faa,5.5,46.54,5,~57 km diameter,Taruntius is a complex impact crater 57 km across in the equatorial region of the lunar nearside
Tasso,Moon,surface,Crater,crater,crater,#ff5faa,-0.7,92.0,5,,Tasso is an impact crater in the equatorial region of the limb region between nearside and farside
Taurus-Littrow Valley,Moon,surface,Astronaut-named features,landing,landing,#ffe500,20.07,30.79,5,~21 km diameter,Taurus-Littrow Valley is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Taylor,Moon,surface,Crater,crater,crater,#ff5faa,-5.28,16.65,5,~36 km diameter,Taylor is a transitional complex crater 36 km across in the equatorial region of the lunar nearside
Tebbutt,Moon,surface,Crater,crater,crater,#ff5faa,9.46,53.52,5,~34 km diameter,Tebbutt is a transitional complex crater 34 km across in the equatorial region of the lunar nearside
Teisserenc,Moon,surface,Crater,crater,crater,#ff5faa,31.96,-136.28,5,~62 km diameter,Teisserenc is a complex impact crater 62 km across in the northern mid-latitudes of the lunar farside
Tempel,Moon,surface,Crater,crater,crater,#ff5faa,3.76,11.86,5,~43 km diameter,Tempel is a complex impact crater 43 km across in the equatorial region of the lunar nearside
Ten Bruggencate,Moon,surface,Crater,crater,crater,#ff5faa,-9.58,134.66,5,~60 km diameter,Ten Bruggencate is a complex impact crater 60 km across in the equatorial region of the lunar farside
Tereshkova,Moon,surface,Crater,crater,crater,#ff5faa,28.21,143.84,5,~31 km diameter,Tereshkova is a transitional complex crater 31 km across in the northern equatorial belt of the lunar farside
Terrace,Moon,surface,Astronaut-named features,landing,landing,#ffe500,26.15,3.56,5,~2 km diameter,Terrace is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Tesla,Moon,surface,Crater,crater,crater,#ff5faa,38.36,124.73,5,~41 km diameter,Tesla is a complex impact crater 41 km across in the northern mid-latitudes of the lunar farside
Thales,Moon,surface,Crater,crater,crater,#ff5faa,61.74,50.27,5,~31 km diameter,Thales is a transitional complex crater 31 km across in the high northern latitudes of the lunar nearside
Tharp,Moon,surface,Crater,crater,crater,#ff5faa,-30.6,145.63,5,~13 km diameter,Tharp is a simple impact crater 13 km across in the southern mid-latitudes of the lunar farside
Theaetetus,Moon,surface,Crater,crater,crater,#ff5faa,37.01,6.06,5,~25 km diameter,Theaetetus is a transitional complex crater 25 km across in the northern mid-latitudes of the lunar nearside
Thebit,Moon,surface,Crater,crater,crater,#ff5faa,-22.01,-4.02,5,~55 km diameter,Thebit is a complex impact crater 55 km across in the southern equatorial belt of the lunar nearside
Theiler,Moon,surface,Crater,crater,crater,#ff5faa,13.36,82.85,5,~8 km diameter,Theiler is a simple impact crater 8 km across in the equatorial region of the limb region between nearside and farside
Theon Junior,Moon,surface,Crater,crater,crater,#ff5faa,-2.41,15.79,5,~18 km diameter,Theon Junior is a transitional complex crater 18 km across in the equatorial region of the lunar nearside
Theon Senior,Moon,surface,Crater,crater,crater,#ff5faa,-0.81,15.42,5,~18 km diameter,Theon Senior is a transitional complex crater 18 km across in the equatorial region of the lunar nearside
Theophilus,Moon,surface,Crater,crater,crater,#ff5faa,-11.45,26.28,2,~99 km diameter,Theophilus is a complex impact crater 99 km across in the equatorial region of the lunar nearside
Theophrastus,Moon,surface,Crater,crater,crater,#ff5faa,17.46,39.06,5,~8 km diameter,Theophrastus is a simple impact crater 8 km across in the northern equatorial belt of the lunar nearside
Thiel,Moon,surface,Crater,crater,crater,#ff5faa,40.17,-134.56,5,~36 km diameter,Thiel is a transitional complex crater 36 km across in the northern mid-latitudes of the lunar farside
Thiessen,Moon,surface,Crater,crater,crater,#ff5faa,74.86,-169.5,5,~66 km diameter,Thiessen is a complex impact crater 66 km across in the high northern latitudes of the lunar farside
Thomson,Moon,surface,Crater,crater,crater,#ff5faa,-32.32,166.04,4,~117 km diameter,Thomson is a large complex crater 117 km in diameter in the southern mid-latitudes of the lunar farside
Tianjin,Moon,surface,Crater,crater,crater,#ff5faa,-44.93,178.81,5,~4 km diameter,Tianjin is a small simple impact crater 4 km across in the southern mid-latitudes of the lunar farside
Tian Shi,Moon,surface,Crater,crater,crater,#ff5faa,44.1,-19.45,5,~0 km diameter,Tian Shi is a very small impact crater 0.0 km across in the northern mid-latitudes of the lunar nearside
Tikhomirov,Moon,surface,Crater,crater,crater,#ff5faa,24.2,161.33,4,~86 km diameter,Tikhomirov is a complex impact crater 86 km across in the northern equatorial belt of the lunar farside
Tikhov,Moon,surface,Crater,crater,crater,#ff5faa,61.66,172.29,4,~84 km diameter,Tikhov is a complex impact crater 84 km across in the high northern latitudes of the lunar farside
Tiling,Moon,surface,Crater,crater,crater,#ff5faa,-52.85,-133.11,5,~38 km diameter,Tiling is a transitional complex crater 38 km across in the southern mid-latitudes of the lunar farside
Timaeus,Moon,surface,Crater,crater,crater,#ff5faa,62.91,-0.55,5,~33 km diameter,Timaeus is a transitional complex crater 33 km across in the high northern latitudes of the lunar nearside
Timiryazev,Moon,surface,Crater,crater,crater,#ff5faa,-5.09,-147.15,5,~52 km diameter,Timiryazev is a complex impact crater 52 km across in the equatorial region of the lunar farside
Timocharis,Moon,surface,Crater,crater,crater,#ff5faa,26.72,-13.1,5,~34 km diameter,Timocharis is a transitional complex crater 34 km across in the northern equatorial belt of the lunar nearside
Tiselius,Moon,surface,Crater,crater,crater,#ff5faa,6.89,176.7,5,~54 km diameter,Tiselius is a complex impact crater 54 km across in the equatorial region of the lunar farside
Tisserand,Moon,surface,Crater,crater,crater,#ff5faa,21.41,48.17,5,~35 km diameter,Tisserand is a transitional complex crater 35 km across in the northern equatorial belt of the lunar nearside
Titius,Moon,surface,Crater,crater,crater,#ff5faa,-26.75,100.66,5,~68 km diameter,Titius is a complex impact crater 68 km across in the southern equatorial belt of the lunar farside
Titov,Moon,surface,Crater,crater,crater,#ff5faa,28.55,150.29,5,~30 km diameter,Titov is a transitional complex crater 30 km across in the northern equatorial belt of the lunar farside
T. Mayer,Moon,surface,Crater,crater,crater,#ff5faa,15.54,-29.17,5,~33 km diameter,T. Mayer is a transitional complex crater 33 km across in the northern equatorial belt of the lunar nearside
Tolansky,Moon,surface,Crater,crater,crater,#ff5faa,-9.52,-15.98,5,~13 km diameter,Tolansky is a simple impact crater 13 km across in the equatorial region of the lunar nearside
Tolstoy,Moon,surface,Crater,crater,crater,#ff5faa,-4.2,93.3,5,,Tolstoy is an impact crater in the equatorial region of the limb region between nearside and farside
Tooley,Moon,surface,Crater,crater,crater,#ff5faa,-88.04,51.31,5,~7 km diameter,Tooley is a small simple impact crater 7 km across in the south-polar region of the lunar nearside
Torricelli,Moon,surface,Crater,crater,crater,#ff5faa,-4.72,28.4,5,~31 km diameter,Torricelli is a transitional complex crater 31 km across in the equatorial region of the lunar nearside
Tortilla Flat,Moon,surface,Astronaut-named features,landing,landing,#ffe500,20.19,30.6,5,~2 km diameter,Tortilla Flat is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Toscanelli,Moon,surface,Crater,crater,crater,#ff5faa,27.96,-47.61,5,~7 km diameter,Toscanelli is a small simple impact crater 7 km across in the northern equatorial belt of the lunar nearside
Townley,Moon,surface,Crater,crater,crater,#ff5faa,3.42,63.19,5,~18 km diameter,Townley is a transitional complex crater 18 km across in the equatorial region of the lunar nearside
Tralles,Moon,surface,Crater,crater,crater,#ff5faa,28.32,52.85,5,~44 km diameter,Tralles is a complex impact crater 44 km across in the northern equatorial belt of the lunar nearside
Trap,Moon,surface,Astronaut-named features,landing,landing,#ffe500,-9.05,15.43,5,~1 km diameter,Trap is an astronaut-named landmark in the equatorial region of the lunar nearside
Trident,Moon,surface,Astronaut-named features,landing,landing,#ffe500,20.18,30.77,5,~1 km diameter,Trident is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Triesnecker,Moon,surface,Crater,crater,crater,#ff5faa,4.18,3.6,5,~25 km diameter,Triesnecker is a transitional complex crater 25 km across in the equatorial region of the lunar nearside
Triplet,Moon,surface,Astronaut-named features,landing,landing,#ffe500,-3.65,-17.47,5,~0 km diameter,Triplet is an astronaut-named landmark in the equatorial region of the lunar nearside
Trouvelot,Moon,surface,Crater,crater,crater,#ff5faa,49.37,5.79,5,~8 km diameter,Trouvelot is a simple impact crater 8 km across in the northern mid-latitudes of the lunar nearside
Trumpler,Moon,surface,Crater,crater,crater,#ff5faa,29.33,167.14,4,~76 km diameter,Trumpler is a complex impact crater 76 km across in the northern equatorial belt of the lunar farside
Tsander (Zander),Moon,surface,Crater,crater,crater,#ff5faa,5.39,-149.69,4,~160 km diameter,Tsander (Zander) is a large complex crater 160 km in diameter in the equatorial region of the lunar farside
Tseraskiy (Ceraski),Moon,surface,Crater,crater,crater,#ff5faa,-48.66,142.64,5,~66 km diameter,Tseraskiy (Ceraski) is a complex impact crater 66 km across in the southern mid-latitudes of the lunar farside
Tsinger (Zinger),Moon,surface,Crater,crater,crater,#ff5faa,56.54,175.71,5,~44 km diameter,Tsinger (Zinger) is a complex impact crater 44 km across in the high northern latitudes of the lunar farside
Tsiolkovskiy,Moon,surface,Crater,crater,crater,#ff5faa,-20.38,128.97,4,~184 km diameter,Tsiolkovskiy is a large complex crater 184 km in diameter in the southern equatorial belt of the lunar farside
Tsu Chung-Chi,Moon,surface,Crater,crater,crater,#ff5faa,17.16,145.16,5,~29 km diameter,Tsu Chung-Chi is a transitional complex crater 29 km across in the northern equatorial belt of the lunar farside
Tucker,Moon,surface,Crater,crater,crater,#ff5faa,-5.62,88.21,5,~7 km diameter,Tucker is a small simple impact crater 7 km across in the equatorial region of the limb region between nearside and farside
Turner,Moon,surface,Crater,crater,crater,#ff5faa,-1.4,-13.24,5,~11 km diameter,Turner is a simple impact crater 11 km across in the equatorial region of the lunar nearside
Tycho,Moon,surface,Crater,crater,crater,#ff5faa,-43.3,-11.22,1,~85 km diameter,Tycho is a complex impact crater 85 km across in the southern mid-latitudes of the lunar nearside
Tyndall,Moon,surface,Crater,crater,crater,#ff5faa,-35.2,117.64,5,~21 km diameter,Tyndall is a transitional complex crater 21 km across in the southern mid-latitudes of the lunar farside
Ukert,Moon,surface,Crater,crater,crater,#ff5faa,7.71,1.37,5,~22 km diameter,Ukert is a transitional complex crater 22 km across in the equatorial region of the lunar nearside
Ulugh Beigh,Moon,surface,Crater,crater,crater,#ff5faa,32.67,-81.96,5,~57 km diameter,Ulugh Beigh is a complex impact crater 57 km across in the northern mid-latitudes of the limb region between nearside and farside
Undest,Moon,surface,Crater,crater,crater,#ff5faa,26.13,-18.46,5,~7 km diameter,Undest is a small simple impact crater 7 km across in the northern equatorial belt of the lunar nearside
Urey,Moon,surface,Crater,crater,crater,#ff5faa,27.93,87.43,5,~39 km diameter,Urey is a transitional complex crater 39 km across in the northern equatorial belt of the limb region between nearside and farside
Väisälä,Moon,surface,Crater,crater,crater,#ff5faa,25.9,-47.9,5,~8 km diameter,Väisälä is a simple impact crater 8 km across in the northern equatorial belt of the lunar nearside
Valera,Moon,surface,Crater,crater,crater,#ff5faa,38.29,-35.02,5,~0 km diameter,Valera is a very small impact crater 0.0 km across in the northern mid-latitudes of the lunar nearside
Valier,Moon,surface,Crater,crater,crater,#ff5faa,6.65,174.26,5,~65 km diameter,Valier is a complex impact crater 65 km across in the equatorial region of the lunar farside
Vallis Alpes,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,49.21,3.63,2,~155 km diameter,Vallis Alpes is a lunar valley in the northern mid-latitudes of the lunar nearside
Vallis Baade,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,-45.55,-77.23,3,~207 km diameter,Vallis Baade is a lunar valley in the southern mid-latitudes of the lunar nearside
Vallis Bohr,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,10.25,-88.86,3,~95 km diameter,Vallis Bohr is a lunar valley in the equatorial region of the limb region between nearside and farside
Vallis Bouvard,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,-38.45,-82.32,2,~288 km diameter,Vallis Bouvard is a lunar valley in the southern mid-latitudes of the limb region between nearside and farside
Vallis Capella,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,-7.39,35.04,3,~106 km diameter,Vallis Capella is a lunar valley in the equatorial region of the lunar nearside
Vallis Christel,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,24.54,11.08,4,~2 km diameter,Vallis Christel is a lunar valley in the northern equatorial belt of the lunar nearside
Vallis Inghirami,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,-43.95,-72.59,3,~145 km diameter,Vallis Inghirami is a lunar valley in the southern mid-latitudes of the lunar nearside
Vallis Krishna,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,24.5,11.26,4,~3 km diameter,Vallis Krishna is a lunar valley in the northern equatorial belt of the lunar nearside
Vallis Palitzsch,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,-26.16,64.64,3,~110 km diameter,Vallis Palitzsch is a lunar valley in the southern equatorial belt of the lunar nearside
Vallis Planck,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,-57.26,126.16,3,~503 km diameter,Vallis Planck is a lunar valley in the high southern latitudes of the lunar farside
Vallis Rheita,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,-42.51,51.65,3,~509 km diameter,Vallis Rheita is a lunar valley in the southern mid-latitudes of the lunar nearside
Vallis Schrödinger,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,-66.52,104.88,3,~302 km diameter,Vallis Schrödinger is a lunar valley in the high southern latitudes of the lunar farside
Vallis Schröteri,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,26.16,-51.58,2,~185 km diameter,Vallis Schröteri is a lunar valley in the northern equatorial belt of the lunar nearside
Vallis Snellius,Moon,surface,Vallis,fluvial,fluvial,#2d78e0,-30.93,57.84,3,~640 km diameter,Vallis Snellius is a lunar valley in the southern mid-latitudes of the lunar nearside
van Albada,Moon,surface,Crater,crater,crater,#ff5faa,9.36,64.35,5,~23 km diameter,van Albada is a transitional complex crater 23 km across in the equatorial region of the lunar nearside
Van Biesbroeck,Moon,surface,Crater,crater,crater,#ff5faa,28.77,-45.59,5,~9 km diameter,Van Biesbroeck is a simple impact crater 9 km across in the northern equatorial belt of the lunar nearside
Van de Graaff,Moon,surface,Crater,crater,crater,#ff5faa,-27.04,172.01,4,~240 km diameter,Van de Graaff is a very large impact crater approaching basin scale 240 km in diameter in the southern equatorial belt of the lunar farside
Van den Bergh,Moon,surface,Crater,crater,crater,#ff5faa,30.91,-159.21,5,~43 km diameter,Van den Bergh is a complex impact crater 43 km across in the northern mid-latitudes of the lunar farside
van den Bos,Moon,surface,Crater,crater,crater,#ff5faa,-5.26,145.95,5,~25 km diameter,van den Bos is a transitional complex crater 25 km across in the equatorial region of the lunar farside
Van der Waals,Moon,surface,Crater,crater,crater,#ff5faa,-43.56,119.98,4,~113 km diameter,Van der Waals is a large complex crater 113 km in diameter in the southern mid-latitudes of the lunar farside
Van Gent,Moon,surface,Crater,crater,crater,#ff5faa,15.42,160.27,5,~44 km diameter,Van Gent is a complex impact crater 44 km across in the northern equatorial belt of the lunar farside
Van Maanen,Moon,surface,Crater,crater,crater,#ff5faa,36.03,128.18,5,~46 km diameter,Van Maanen is a complex impact crater 46 km across in the northern mid-latitudes of the lunar farside
van Rhijn,Moon,surface,Crater,crater,crater,#ff5faa,52.47,146.37,5,~46 km diameter,van Rhijn is a complex impact crater 46 km across in the northern mid-latitudes of the lunar farside
Van Serg,Moon,surface,Astronaut-named features,landing,landing,#ffe500,20.23,30.83,5,~0 km diameter,Van Serg is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
van't Hoff,Moon,surface,Crater,crater,crater,#ff5faa,61.75,-132.68,4,~107 km diameter,van't Hoff is a large complex crater 107 km in diameter in the high northern latitudes of the lunar farside
Van Vleck,Moon,surface,Crater,crater,crater,#ff5faa,-1.77,78.2,5,~33 km diameter,Van Vleck is a transitional complex crater 33 km across in the equatorial region of the lunar nearside
Van Wijk,Moon,surface,Crater,crater,crater,#ff5faa,-62.5,119.06,5,~31 km diameter,Van Wijk is a transitional complex crater 31 km across in the high southern latitudes of the lunar farside
Vasco da Gama,Moon,surface,Crater,crater,crater,#ff5faa,13.78,-83.94,4,~94 km diameter,Vasco da Gama is a complex impact crater 94 km across in the equatorial region of the limb region between nearside and farside
Vashakidze,Moon,surface,Crater,crater,crater,#ff5faa,43.65,93.01,5,~45 km diameter,Vashakidze is a complex impact crater 45 km across in the northern mid-latitudes of the limb region between nearside and farside
Vasya,Moon,surface,Crater,crater,crater,#ff5faa,38.2,-34.98,5,~0 km diameter,Vasya is a very small impact crater 0.0 km across in the northern mid-latitudes of the lunar nearside
Vaughan,Moon,surface,Crater,crater,crater,#ff5faa,-41.41,-171.85,5,~3 km diameter,Vaughan is a small simple impact crater 3 km across in the southern mid-latitudes of the lunar farside
Vavilov,Moon,surface,Crater,crater,crater,#ff5faa,-0.87,-138.77,4,~98 km diameter,Vavilov is a complex impact crater 98 km across in the equatorial region of the lunar farside
Vega,Moon,surface,Crater,crater,crater,#ff5faa,-45.41,63.27,5,~74 km diameter,Vega is a complex impact crater 74 km across in the southern mid-latitudes of the lunar nearside
Vendelinus,Moon,surface,Crater,crater,crater,#ff5faa,-16.46,61.55,4,~141 km diameter,Vendelinus is a large complex crater 141 km in diameter in the southern equatorial belt of the lunar nearside
Vening Meinesz,Moon,surface,Crater,crater,crater,#ff5faa,-0.1,162.51,4,~89 km diameter,Vening Meinesz is a complex impact crater 89 km across in the equatorial region of the lunar farside
Ventris,Moon,surface,Crater,crater,crater,#ff5faa,-4.77,157.97,4,~101 km diameter,Ventris is a large complex crater 101 km in diameter in the equatorial region of the lunar farside
Vera,Moon,surface,Crater,crater,crater,#ff5faa,26.33,-43.71,5,~2 km diameter,Vera is a very small impact crater 2 km across in the northern equatorial belt of the lunar nearside
Vergil,Moon,surface,Crater,crater,crater,#ff5faa,-26.3,133.0,5,,Vergil is an impact crater in the southern equatorial belt of the lunar farside
Vernadskiy,Moon,surface,Crater,crater,crater,#ff5faa,23.11,130.43,4,~92 km diameter,Vernadskiy is a complex impact crater 92 km across in the northern equatorial belt of the lunar farside
Verne,Moon,surface,Crater,crater,crater,#ff5faa,24.95,-25.38,5,~2 km diameter,Verne is a very small impact crater 2 km across in the northern equatorial belt of the lunar nearside
Vertregt,Moon,surface,Crater,crater,crater,#ff5faa,-19.3,171.12,4,~173 km diameter,Vertregt is a large complex crater 173 km in diameter in the southern equatorial belt of the lunar farside
Very,Moon,surface,Crater,crater,crater,#ff5faa,25.62,25.35,5,~5 km diameter,Very is a small simple impact crater 5 km across in the northern equatorial belt of the lunar nearside
Vesalius,Moon,surface,Crater,crater,crater,#ff5faa,-3.23,114.79,5,~65 km diameter,Vesalius is a complex impact crater 65 km across in the equatorial region of the lunar farside
Vestine,Moon,surface,Crater,crater,crater,#ff5faa,33.87,93.68,4,~98 km diameter,Vestine is a complex impact crater 98 km across in the northern mid-latitudes of the limb region between nearside and farside
Vetchinkin,Moon,surface,Crater,crater,crater,#ff5faa,9.77,131.08,4,~94 km diameter,Vetchinkin is a complex impact crater 94 km across in the equatorial region of the lunar farside
Victory,Moon,surface,Astronaut-named features,landing,landing,#ffe500,20.22,30.67,5,~1 km diameter,Victory is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Vieta,Moon,surface,Crater,crater,crater,#ff5faa,-29.31,-56.53,4,~87 km diameter,Vieta is a complex impact crater 87 km across in the southern equatorial belt of the lunar nearside
Vil'ev,Moon,surface,Crater,crater,crater,#ff5faa,-5.76,144.39,5,~46 km diameter,Vil'ev is a complex impact crater 46 km across in the equatorial region of the lunar farside
Vinogradov,Moon,surface,Crater,crater,crater,#ff5faa,19.96,-31.18,5,~11 km diameter,Vinogradov is a simple impact crater 11 km across in the northern equatorial belt of the lunar nearside
Virchow,Moon,surface,Crater,crater,crater,#ff5faa,9.88,83.77,5,~19 km diameter,Virchow is a transitional complex crater 19 km across in the equatorial region of the limb region between nearside and farside
Virtanen,Moon,surface,Crater,crater,crater,#ff5faa,15.64,176.74,5,~40 km diameter,Virtanen is a complex impact crater 40 km across in the northern equatorial belt of the lunar farside
Vitello,Moon,surface,Crater,crater,crater,#ff5faa,-30.42,-37.55,5,~43 km diameter,Vitello is a complex impact crater 43 km across in the southern mid-latitudes of the lunar nearside
Vitruvius,Moon,surface,Crater,crater,crater,#ff5faa,17.66,31.28,5,~31 km diameter,Vitruvius is a transitional complex crater 31 km across in the northern equatorial belt of the lunar nearside
Vitya,Moon,surface,Crater,crater,crater,#ff5faa,38.27,-35.03,5,~0 km diameter,Vitya is a very small impact crater 0.0 km across in the northern mid-latitudes of the lunar nearside
Viviani,Moon,surface,Crater,crater,crater,#ff5faa,5.16,117.15,5,~27 km diameter,Viviani is a transitional complex crater 27 km across in the equatorial region of the lunar farside
Vlacq,Moon,surface,Crater,crater,crater,#ff5faa,-53.39,38.69,4,~89 km diameter,Vlacq is a complex impact crater 89 km across in the southern mid-latitudes of the lunar nearside
Vogel,Moon,surface,Crater,crater,crater,#ff5faa,-15.11,5.83,5,~26 km diameter,Vogel is a transitional complex crater 26 km across in the southern equatorial belt of the lunar nearside
Volkov,Moon,surface,Crater,crater,crater,#ff5faa,-13.62,131.67,5,~41 km diameter,Volkov is a complex impact crater 41 km across in the equatorial region of the lunar farside
Volta,Moon,surface,Crater,crater,crater,#ff5faa,53.9,-84.77,4,~117 km diameter,Volta is a large complex crater 117 km in diameter in the northern mid-latitudes of the limb region between nearside and farside
Voltaire,Moon,surface,Crater,crater,crater,#ff5faa,-11.9,100.3,5,,Voltaire is an impact crater in the equatorial region of the lunar farside
Volterra,Moon,surface,Crater,crater,crater,#ff5faa,56.55,131.64,5,~55 km diameter,Volterra is a complex impact crater 55 km across in the high northern latitudes of the lunar farside
von Baeyer,Moon,surface,Crater,crater,crater,#ff5faa,-81.8,61.87,5,~13 km diameter,von Baeyer is a simple impact crater 13 km across in the south-polar region of the lunar nearside
von Behring,Moon,surface,Crater,crater,crater,#ff5faa,-7.75,71.72,5,~38 km diameter,von Behring is a transitional complex crater 38 km across in the equatorial region of the lunar nearside
von Békésy,Moon,surface,Crater,crater,crater,#ff5faa,51.92,126.73,4,~96 km diameter,von Békésy is a complex impact crater 96 km across in the northern mid-latitudes of the lunar farside
von Braun,Moon,surface,Crater,crater,crater,#ff5faa,41.04,-78.08,5,~62 km diameter,von Braun is a complex impact crater 62 km across in the northern mid-latitudes of the lunar nearside
Von der Pahlen,Moon,surface,Crater,crater,crater,#ff5faa,-24.84,-133.01,5,~54 km diameter,Von der Pahlen is a complex impact crater 54 km across in the southern equatorial belt of the lunar farside
Von Kármán,Moon,surface,Crater,crater,crater,#ff5faa,-44.45,176.25,4,~186 km diameter,Von Kármán is a large complex crater 186 km in diameter in the southern mid-latitudes of the lunar farside
Von Neumann,Moon,surface,Crater,crater,crater,#ff5faa,40.28,153.25,4,~75 km diameter,Von Neumann is a complex impact crater 75 km across in the northern mid-latitudes of the lunar farside
Von Zeipel,Moon,surface,Crater,crater,crater,#ff5faa,42.19,-141.93,4,~83 km diameter,Von Zeipel is a complex impact crater 83 km across in the northern mid-latitudes of the lunar farside
Voskresenskiy,Moon,surface,Crater,crater,crater,#ff5faa,27.91,-88.12,5,~49 km diameter,Voskresenskiy is a complex impact crater 49 km across in the northern equatorial belt of the limb region between nearside and farside
Walker,Moon,surface,Crater,crater,crater,#ff5faa,-25.82,-161.92,5,~33 km diameter,Walker is a transitional complex crater 33 km across in the southern equatorial belt of the lunar farside
Wallace,Moon,surface,Crater,crater,crater,#ff5faa,20.26,-8.75,5,~26 km diameter,Wallace is a transitional complex crater 26 km across in the northern equatorial belt of the lunar nearside
Wallach,Moon,surface,Crater,crater,crater,#ff5faa,4.89,32.27,5,~6 km diameter,Wallach is a small simple impact crater 6 km across in the equatorial region of the lunar nearside
Walter,Moon,surface,Crater,crater,crater,#ff5faa,28.04,-33.81,5,~1 km diameter,Walter is a very small impact crater 1 km across in the northern equatorial belt of the lunar nearside
Walther,Moon,surface,Crater,crater,crater,#ff5faa,-33.25,0.62,4,~134 km diameter,Walther is a large complex crater 134 km in diameter in the southern mid-latitudes of the lunar nearside
Wan-Hoo (Van-Gu),Moon,surface,Crater,crater,crater,#ff5faa,-9.96,-138.91,5,~53 km diameter,Wan-Hoo (Van-Gu) is a complex impact crater 53 km across in the equatorial region of the lunar farside
Wapowski,Moon,surface,Crater,crater,crater,#ff5faa,-83.08,53.79,5,~11 km diameter,Wapowski is a simple impact crater 11 km across in the south-polar region of the lunar nearside
Wargentin,Moon,surface,Crater,crater,crater,#ff5faa,-49.53,-60.44,4,~85 km diameter,Wargentin is a complex impact crater 85 km across in the southern mid-latitudes of the lunar nearside
Wargo,Moon,surface,Crater,crater,crater,#ff5faa,27.68,-148.62,5,~14 km diameter,Wargo is a simple impact crater 14 km across in the northern equatorial belt of the lunar farside
Warner,Moon,surface,Crater,crater,crater,#ff5faa,-3.98,87.35,5,~35 km diameter,Warner is a transitional complex crater 35 km across in the equatorial region of the limb region between nearside and farside
Waterman,Moon,surface,Crater,crater,crater,#ff5faa,-25.7,128.18,5,~75 km diameter,Waterman is a complex impact crater 75 km across in the southern equatorial belt of the lunar farside
Watson,Moon,surface,Crater,crater,crater,#ff5faa,-62.59,-124.05,5,~59 km diameter,Watson is a complex impact crater 59 km across in the high southern latitudes of the lunar farside
Watt,Moon,surface,Crater,crater,crater,#ff5faa,-49.6,48.48,5,~67 km diameter,Watt is a complex impact crater 67 km across in the southern mid-latitudes of the lunar nearside
Watts,Moon,surface,Crater,crater,crater,#ff5faa,8.84,46.31,5,~16 km diameter,Watts is a simple impact crater 16 km across in the equatorial region of the lunar nearside
W. Bond,Moon,surface,Crater,crater,crater,#ff5faa,65.41,3.52,4,~171 km diameter,W. Bond is a large complex crater 171 km in diameter in the high northern latitudes of the lunar nearside
Webb,Moon,surface,Crater,crater,crater,#ff5faa,-0.98,60.0,5,~21 km diameter,Webb is a transitional complex crater 21 km across in the equatorial region of the lunar nearside
Weber,Moon,surface,Crater,crater,crater,#ff5faa,50.06,-123.79,5,~44 km diameter,Weber is a complex impact crater 44 km across in the northern mid-latitudes of the lunar farside
Wegener,Moon,surface,Crater,crater,crater,#ff5faa,45.21,-113.81,4,~96 km diameter,Wegener is a complex impact crater 96 km across in the northern mid-latitudes of the lunar farside
Weierstrass,Moon,surface,Crater,crater,crater,#ff5faa,-1.26,77.15,5,~31 km diameter,Weierstrass is a transitional complex crater 31 km across in the equatorial region of the lunar nearside
